date;sun_asc;sun_dec;sun_dis;moon_asc;moon_dec;moon_dis;mercury_asc;mercury_dec;mercury_dis;venus_asc;venus_dec;venus_dis;mars_asc;mars_dec;mars_dis;jupiter_asc;jupiter_dec;jupiter_dis;saturn_asc;saturn_dec;saturn_dis;uranus_asc;uranus_dec;uranus_dis;neptune_asc;neptune_dec;neptune_dis;pluto_asc;pluto_dec;pluto_dis
2012-10-18;203.64975181801992;-9.864674231571787;0.9961695826004778;245.48718506221766;-20.526536914123927;0.002422346964243203;224.9848955298626;-19.460915772360327;1.1556397177745217;169.3502609554904;5.824635708189111;1.1729091300499959;246.19199464407436;-22.607046642756547;2.009510805766453;74.94838442733332;21.880038281453423;4.348574808023288;210.14068668848898;-9.900559822630312;10.761996797840848;5.6192467916533655;1.616408661995077;19.12141009389091;332.80402333237896;-11.870533012079779;29.410744536204117;277.62704502652025;-19.72666343973442;32.616266648694896
2012-10-19;204.5901317052666;-10.225358232230484;0.995884159883646;261.1912794706491;-20.929858570077496;0.0024413308516232283;226.24337856703787;-19.89480065533967;1.140579210211678;170.47095766655377;5.395710564202651;1.1792995027428415;246.96403363837518;-22.72794431116035;2.0131326771078855;74.89657364287086;21.87471863261846;4.336993024707315;210.2555073944982;-9.942473837489338;10.763596350509717;5.585154341945093;1.6020444353072285;19.127534414383263;332.7920367410529;-11.874829520209772;29.425024976626005;277.6438896596253;-19.729201485160356;32.63297194530579
2012-10-20;205.5330988917915;-10.583519933142872;0.9955990139884183;276.5244783637816;-19.937476310760488;0.00246677880196096;227.4846128928868;-20.309883240401067;1.1250530803404784;171.59121478862517;4.96332505506743;1.1856571715158335;247.73873184654073;-22.84536959019655;2.0167270301044273;74.84129274699416;21.86908711136878;4.325598646075995;210.37047710034858;-9.984328833944993;10.764942401105747;5.551374861747321;1.5878265091986656;19.13394530846013;332.78052446354604;-11.878949875632278;29.439472533708948;277.66124376748206;-19.731705044106224;32.64957940746693
2012-10-21;206.47870335163822;-10.939047190371193;0.9953145650424747;291.2019430476554;-17.724374383987872;0.002496126778428194;228.70626285567494;-20.705447108111557;1.1090623166576987;172.71111421742648;4.527660500001392;1.1919822643089324;248.51603562820083;-22.959273152657264;2.020294275475427;74.78256625752937;21.863142136336933;4.314396183100058;210.4855698970193;-10.026114085122416;10.766034881278564;5.5179158875996315;1.5737578016070584;19.140640386078648;332.7694835082375;-11.882894886732473;29.454082445948384;277.6790945150882;-19.734173135289254;32.66608431789684
2012-10-22;207.42700125768945;-11.291829345848734;0.9950312396181765;305.0986092101729;-14.546567250700413;0.0025270303984701067;229.90564874609942;-21.080723898120706;1.0926095471259076;173.83074789956692;4.088897608738787;1.198274865529024;249.29589506001884;-23.069605771766035;2.023834896305503;74.72042354126901;21.85688124391558;4.303390022319251;210.6007629097961;-10.067818817266335;10.766873798215885;5.4847871842946745;1.5598420803854638;19.14761718907583;332.75891308319837;-11.886663845329739;29.46884998970522;277.69743197062996;-19.736603354766086;32.682482101459264
2012-10-23;208.3780549272553;-11.64175747292595;0.9947494482201051;318.23983720724794;-10.679844583241168;0.0025576196724665305;231.0797065626062;-21.434887249828257;1.0756994400270365;174.9502173645976;3.6472167964786992;1.204535005506138;250.07826478819985;-23.17631917852951;2.027349422729594;74.65489922591033;21.850302036024534;4.292584451045245;210.7160356217406;-10.109432874406883;10.767459204525743;5.4520013893113815;1.5460843448828308;19.154873216881494;332.7488154682069;-11.890254676364764;29.483770488527103;277.71624991421965;-19.738992724635114;32.69876830585215
2012-10-24;209.33193141030807;-11.98872415397568;0.9944695701815136;330.7516517979114;-6.382394368069302;0.002586594567112087;232.2249420655391;-21.767045168345845;1.0583391878222994;176.06963219631356;3.202798790053813;1.2107626574846968;250.86310337493882;-23.27936657386913;2.030838409760186;74.58603247638264;21.84340282373854;4.281983681015039;210.83136724599856;-10.150949284522893;10.767791176283016;5.419573557762567;1.5324907067795959;19.162405941922675;332.73919568619965;-11.89366443646259;29.49883931292635;277.73554533429524;-19.741338422992108;32.71493858003549
2012-10-25;210.28870062022966;-12.332623021834921;0.9941919446229428;342.80874335880645;-1.8821320990945936;0.0026131885941779033;233.33738009848602;-22.076230698763595;1.0405390882920547;177.18910819507715;2.7558252447934546;1.2169577392892097;251.6503720385609;-23.378702790170166;2.0343024195603965;74.51386588725838;21.836182897485447;4.271591868140448;210.9467397078504;-10.192370658769255;10.767869798397054;5.387520272618392;1.5190680432297583;19.170212817261287;332.7300606416513;-11.896889834538259;29.514051874637122;277.755317383015;-19.743638209349996;32.73098865382358
2012-10-26;211.24843358624972;-12.673348286717312;0.9939168655586338;354.59699302926924;2.6210235110138935;0.002637044005864106;234.41251013143562;-22.36139085076108;1.0223132383852773;178.3087657262073;2.306479225418229;1.2231201171774302;252.44003341008695;-23.47428426438843;2.037742007799848;74.43844450544556;21.82864256573977;4.261413128054204;211.0621502281499;-10.233701804625618;10.767695155481423;5.35585879677425;1.505823639852106;19.178291279106645;332.7214182466547;-11.899927628639956;29.529403618214705;277.7755663575187;-19.74589060736749;32.74691431993714
2012-10-27;212.21120092584025;-13.010794324601326;0.9936445795734405;6.290305464459735;6.94763485385682;0.0026580435441332676;235.44522892049608;-22.621373610588662;1.0036803576842683;179.4287283294859;1.8549455612155343;1.229249610707268;253.23205043201966;-23.566068949733506;2.0411577131928733;74.35981505233111;21.820783094934907;4.251451548083698;211.17759833665244;-10.274932080752981;10.767267326554652;5.324606354226724;1.4927648761350507;19.186638746088857;332.71327665547784;-11.90277492073427;29.544890011508738;277.7962928222483;-19.748094964913378;32.76271141855247
2012-10-28;213.17707144733822;-13.344855295109259;0.9933752851236591;18.035855156256556;10.93208573617619;0.0026761377868687423;236.4297816208298;-22.854912762369896;0.9846647610099656;180.54912147763963;1.4014111391932806;1.2353459978763996;254.02638532880286;-23.65401617893832;2.044550049260951;74.27802524419504;21.812606569789896;4.241711196346815;211.29307043930797;-10.316048859758006;10.76658638249514;5.293779466980289;1.4798989254197232;19.19525261632379;332.7056435384722;-11.905429390028855;29.56050653561746;277.81749679130485;-19.75025142411729;32.77837582397832
2012-10-29;214.1461109187852;-13.675424770492935;0.9931091330505102;29.94273629987748;14.419738797143182;0.0026911988897331076;237.35970375943623;-23.06061027198553;0.9652975011943484;181.67007150618826;0.9460651363737653;1.2414090205583628;254.82299869583773;-23.738086449217192;2.0479194979383175;74.19312325738075;21.804115649097735;4.232196128389851;211.40854893602355;-10.357045810325737;10.76565238573144;5.263393389594477;1.4672324848493872;19.204130262732573;332.6985254326075;-11.907889434611622;29.576248674530813;277.8391770167393;-19.752360768212544;32.79390343317425
2012-10-30;215.11838116852692;-14.00239542720535;0.9928462281743199;42.07218806929754;17.26889142287209;0.0027029224573784623;238.2277679390715;-23.23691617664018;0.9456177035818485;182.79170486608447;0.4890991405261979;1.2474383900864625;255.6218489010812;-23.818241158206924;2.051266504724914;74.10515752066705;21.79531325376024;4.2229103914671455;211.52401653017978;-10.397918681981489;10.76446539193822;5.233461802028376;1.4547716069980883;19.213269026884372;332.69192734025904;-11.910154167358405;29.592111904657482;277.86133057001484;-19.754424153305944;32.80929015608296
2012-10-31;216.09393959642446;-14.325658866915989;0.9925866318615055;54.43115464850639;19.357107263340865;0.0027107894062214028;239.0259409027069;-23.382106216396;0.9256741122280672;183.91414778905644;0.030707129747392384;1.253433793085213;256.4228918840762;-23.89444237637407;2.0545914754683112;74.01417691403128;21.786202287328734;4.2138580264513035;211.6394556172931;-10.438662890203016;10.763025453515484;5.203996838773428;1.4425216768097051;19.222666211700123;332.6858526779415;-11.912223277545177;29.60809168457855;277.88395281482457;-19.756442811989174;32.82453190790738
2012-11-01;217.07283898060035;-14.645105573211184;0.992330365316895;66.9735482292286;20.59011399102019;0.002714089980992722;239.74535889372694;-23.494257854716253;0.9055268625311353;185.0375259798101;-0.42891468227977514;1.2593949018552568;257.2260812325078;-23.966652717990872;2.057894774619179;73.92023122676046;21.776785461243314;4.205043067420031;211.75484774948143;-10.479273060927662;10.761332624463;5.175009341424301;1.4304874942039;19.232319073560856;332.6803034770129;-11.914096840597834;29.624183445543974;277.90703764940906;-19.758417821489815;32.8396246034826
2012-11-02;218.05512739099248;-14.960624945127094;0.9920774131802589;79.61334476929676;20.91018391407378;0.0027120037131723247;240.37633248100101;-23.571226018971775;0.8852494853177995;186.16196514747813;-0.8895678468316596;1.2653213645624652;258.0313683326295;-24.034835293593602;2.061176724691307;73.82337165818511;21.767065210998485;4.196469539315051;211.87017357205477;-10.519743076255361;10.759386966082122;5.146509156425385;1.4186733859833147;19.2422248143775;332.67528065261723;-11.91577514772635;29.640382583031258;277.930577813854;-19.76034995367996;32.85456415353197
2012-11-03;219.04084815908277;-15.272105361568835;0.991827726898154;92.2494084754429;20.30057777590468;0.0027037233576850503;240.90839634331286;-23.610621087165768;0.8649311295845086;187.28759086082428;-1.3510519789202367;1.2712128258726438;258.83870254349716;-24.098953691061485;2.0644376064724987;73.72365128839809;21.757043648601208;4.188141454186968;211.98541296583502;-10.560066181502288;10.757188552830463;5.118505419499778;1.4070833166177132;19.252380574266727;332.6707842696867;-11.917258555878956;29.656684449718117;277.9545651913397;-19.762239561795113;32.86934646253886
2012-11-04;220.03003995376272;-15.57943427876909;0.9915812273807728;104.79576478738976;18.78408573377495;0.0026886080237700084;241.33042460663967;-23.60979353332424;0.8446789633343864;188.4145285815065;-1.8131647779768634;1.277068923434156;259.64803147785676;-24.15897196924796;2.0676776592326167;73.62112560046815;21.74672253771219;4.180062806850902;212.10054533839687;-10.600235103660935;10.754737477775075;5.091006898319803;1.3957210262982138;19.262783425063358;332.66681387482583;-11.918547320636009;29.673084349595875;277.97899118214553;-19.764086477099887;32.883967427436666
